name,latitud,longitud,category
Freinet,43.36031723022461,-5.84918737411499,'Preschool'
La Vaina,43.542004121138575,-5.665961945495282,'Vegetarian / Vegan Restaurant'
Puzzle,43.534498836907915,-5.666295289993286,'Vegetarian / Vegan Restaurant'
Beware of the cat,43.54649746916194,-5.66254431733905,'Vegetarian / Vegan Restaurant'
Mostaza Y Media,43.539684,-5.6533055,'Vegetarian / Vegan Restaurant'
Twist Vegetal,43.54361242880226,-5.662434555676824,'Vegetarian / Vegan Restaurant'
Manglar,43.36472013853088,-5.841212868690491,'Vegetarian / Vegan Restaurant'
Vor Beer & Bar,43.535157450762156,-5.6657072855828945,'Beer Bar'
La Trapense,43.540216093708494,-5.658723129481578,'Beer Bar'
Vincer,43.53871784144642,-5.653404443256199,'Brewery'
Cervecería bar La Mina,43.542593719295695,-5.663495017796304,'Beer Bar'
Psicotapas,43.52615205459169,-5.649398554992778,'Beer Bar'
Casa Lúpulo Taproom,43.543514,-5.662746,'Beer Bar'
Robi,43.537454414736175,-5.655701643467106,'Beer Bar'
Palacio de Deportes de Gijón,43.53638094829848,-5.632975625536136,'Basketball Court'
Pabellón de deportes Perchera La Braña,43.530417709853936,-5.680975771029601,'Basketball Court'
Complejo Polideportivo Llano-Contrueces,43.52636466875895,-5.662912722147623,'Basketball Court'
Pabellon Ceares Coto Viesques,43.52673053906753,-5.652753195192441,'Basketball Court'
Pabellon De Deporte De La Arena,43.538987271196206,-5.649540962559529,'Basketball Court'
Palacio de los Deportes,43.36779815057599,-5.8315746221226314,'Basketball Court'
Polideportivo La Magdalena,43.55007221943791,-5.928143262863159,'Basketball Court'
Polideportivo Pumarin,43.370613791822045,-5.846760307835992,'Basketball Court'
Polideportivo Los Canapés,43.54643295767845,-5.915236473083496,'Basketball Court'
Florida Arena,43.3661623352016,-5.874704391760463,'Basketball Court'
"Palacio de Deportes ""Juan Carlos Beiro""",43.300915143894564,-5.6888580322265625,'Basketball Court'
Polideportivo de Ujo,43.20795828337064,-5.789782262757964,'Gym'
Apeadero de Veriña,43.54179160132995,-5.72323975793821,'Train Station'
Apeadero de Monteana,43.52073070907147,-5.7463246207774485,'Train Station'
Estación Renfe de La Calzada,43.535303851896245,-5.697795152664185,'Train Station'
Estación de Gijón,43.5374605908186,-5.675345041209899,'Train Station'
Apeadero de Serín,43.50506814925669,-5.782031081899923,'Train Station'
Estacion FEVE Candas,43.58630831093993,-5.77128426063881,'Train Station'
Apeadero de Villabona Tabladiello,43.47402463823274,-5.800214605507076,'Train Station'
Apeadero feve candás,43.586505910712376,-5.767826527523605,'Train'
Estación Feve Candás,43.58486679647137,-5.7726169821324556,'Train'
Estación RENFE de Villabona,43.46137660077158,-5.826101303100586,'Train Station'
